lbi	replicate	season_end	season_start	strain
0.9394	0	1997-07-01	1996-07-01	A/Tianjin/46/1997
1.0724	0	1997-07-01	1996-07-01	A/Tianjin/64/1997
0.6567	0	1997-07-01	1996-07-01	A/HongKong/CUHK12160/1997
0.6647	0	1997-07-01	1996-07-01	A/Guangxi/341/1997
1.3142	0	1997-07-01	1996-07-01	A/Malaysia/12942/1997
1.3374	0	1997-07-01	1996-07-01	A/Malaysia/12904/1997
1.28	0	1997-07-01	1996-07-01	A/Malaysia/13002/1997
1.3041	0	1997-07-01	1996-07-01	A/Malaysia/12990/1997
1.1699	0	1997-07-01	1996-07-01	A/Malaysia/12766/1997
1.3939	0	1997-07-01	1996-07-01	A/Malaysia/12550/1997
1.0903	0	1997-07-01	1996-07-01	A/Malaysia/12974/1997
1.9841	0	1997-07-01	1996-07-01	A/Malaysia/12106/1997
1.9308	0	1997-07-01	1996-07-01	A/Malaysia/12132/1997
0.3978	0	1998-07-01	1997-07-01	A/Shantou/133/1998
0.3984	0	1998-07-01	1997-07-01	A/England/731/1997
0.4004	0	1998-07-01	1997-07-01	A/NewYork/537/1998
0.4057	0	1998-07-01	1997-07-01	A/NewYork/518/1998
0.539	0	1998-07-01	1997-07-01	A/Netherlands/5/1998
0.4493	0	1998-07-01	1997-07-01	A/NewYork/541/1998
0.6364	0	1998-07-01	1997-07-01	A/Scotland/89/1997
0.5934	0	1998-07-01	1997-07-01	A/HongKong/CUHK20217/1997
0.6876	0	1998-07-01	1997-07-01	A/HongKong/CUHK20199/1997
0.6346	0	1998-07-01	1997-07-01	A/HongKong/CUHK20731/1997
0.6876	0	1998-07-01	1997-07-01	A/HongKong/CUHK20236/1997
0.5875	0	1998-07-01	1997-07-01	A/HongKong/CUHK22736/1997
0.626	0	1998-07-01	1997-07-01	A/HongKong/CUHK22185/1997
0.6431	0	1998-07-01	1997-07-01	A/HongKong/CUHK22048/1997
0.5206	0	1998-07-01	1997-07-01	A/Taiwan/1335/1997
0.733	0	1998-07-01	1997-07-01	A/HongKong/CUHK20320/1997
0.6754	0	1998-07-01	1997-07-01	A/HongKong/CUHK22013/1997
0.6793	0	1998-07-01	1997-07-01	A/HongKong/CUHK20992/1997
0.4364	0	1998-07-01	1997-07-01	A/HongKong/CUHK20213/1997
0.4063	0	1998-07-01	1997-07-01	A/Dakar/1/1998
0.5016	0	1998-07-01	1997-07-01	A/Sichuan/304/1997
0.5183	0	1998-07-01	1997-07-01	A/Malaysia/13241/1997
0.4339	0	1998-07-01	1997-07-01	A/HongKong/CUHK20523/1997
0.4387	0	1998-07-01	1997-07-01	A/Wuhan/34/1998
0.5369	0	1998-07-01	1997-07-01	A/Guangxi/386/1997
1.1277	0	1998-07-01	1997-07-01	A/NewYork/517/1998
1.1922	0	1998-07-01	1997-07-01	A/HongKong/CUHK10554/1998
1.1214	0	1998-07-01	1997-07-01	A/HongKong/CUHK10954/1998
1.0424	0	1998-07-01	1997-07-01	A/NewYork/539/1998
0.9979	0	1998-07-01	1997-07-01	A/Shanghai/1/1998
0.8518	0	1998-07-01	1997-07-01	A/Shanghai/58/1998
1.2132	0	1998-07-01	1997-07-01	A/Shanghai/34/1998
0.987	0	1998-07-01	1997-07-01	A/Hangzhou/16/1998
1.2074	0	1998-07-01	1997-07-01	A/Shanghai/69/1998
0.8789	0	1998-07-01	1997-07-01	A/Guangzhou/er149/1998
1.1925	0	1998-07-01	1997-07-01	A/NewYork/520/1998
1.4621	0	1998-07-01	1997-07-01	A/NewYork/522/1997
1.8004	0	1998-07-01	1997-07-01	A/NewYork/505/1997
1.2253	0	1998-07-01	1997-07-01	A/NewYork/506/1998
1.3183	0	1998-07-01	1997-07-01	A/NewYork/546/1998
1.2008	0	1998-07-01	1997-07-01	A/NewYork/548/1998
2.924	0	1998-07-01	1997-07-01	A/Auckland/10/1997
1.929	0	1998-07-01	1997-07-01	A/Sydney/5/1997
1.2882	0	1998-07-01	1997-07-01	A/Sydney/5/1997-egg
1.3516	0	1998-07-01	1997-07-01	A/Netherlands/300/1997
1.3564	0	1998-07-01	1997-07-01	A/NewYork/536/1998
2.0405	0	1998-07-01	1997-07-01	A/NewYork/501/1997
1.2951	0	1998-07-01	1997-07-01	A/NewYork/540/1998
1.4568	0	1998-07-01	1997-07-01	A/NewYork/550/1998
1.203	0	1998-07-01	1997-07-01	A/NewYork/535/1998
1.786	0	1998-07-01	1997-07-01	A/NewYork/545/1997
1.2305	0	1998-07-01	1997-07-01	A/NewYork/527/1998
1.68	0	1998-07-01	1997-07-01	A/NewYork/532/1998
1.7972	0	1998-07-01	1997-07-01	A/NewYork/528/1998
1.5876	0	1998-07-01	1997-07-01	A/NewYork/533/1998
1.5496	0	1998-07-01	1997-07-01	A/NewYork/538/1998
1.3646	0	1998-07-01	1997-07-01	A/NewYork/529/1998
1.2621	0	1998-07-01	1997-07-01	A/HongKong/CUHK10632/1998
1.3647	0	1998-07-01	1997-07-01	A/NewYork/526/1997
1.7882	0	1998-07-01	1997-07-01	A/NewYork/534/1998
2.9458	0	1998-07-01	1997-07-01	A/NewYork/547/1997
1.9734	0	1998-07-01	1997-07-01	A/NewYork/525/1998
3.5724	0	1998-07-01	1997-07-01	A/NewYork/503/1997
2.8704	0	1998-07-01	1997-07-01	A/NewYork/504/1998
2.3467	0	1998-07-01	1997-07-01	A/NewYork/523/1998
2.9844	0	1998-07-01	1997-07-01	A/NewYork/516/1997
3.067	0	1998-07-01	1997-07-01	A/NewYork/508/1997
3.0593	0	1998-07-01	1997-07-01	A/NewYork/509/1997
2.6919	0	1998-07-01	1997-07-01	A/NewYork/514/1998
2.3622	0	1998-07-01	1997-07-01	A/NewYork/544/1998
2.1773	0	1998-07-01	1997-07-01	A/NewYork/543/1998
2.2326	0	1998-07-01	1997-07-01	A/NewYork/519/1998
2.4078	0	1998-07-01	1997-07-01	A/NewYork/512/1998
2.1262	0	1998-07-01	1997-07-01	A/NewYork/542/1998
2.1051	0	1998-07-01	1997-07-01	A/NewYork/531/1998
1.8205	0	1998-07-01	1997-07-01	A/NewYork/502/1998
3.2593	0	1998-07-01	1997-07-01	A/NewYork/507/1997
3.2593	0	1998-07-01	1997-07-01	A/NewYork/511/1997
2.1594	0	1998-07-01	1997-07-01	A/NewYork/510/1998
2.6468	0	1998-07-01	1997-07-01	A/NewYork/530/1998
2.6468	0	1998-07-01	1997-07-01	A/NewYork/549/1998
3.1905	0	1998-07-01	1997-07-01	A/NewYork/515/1997
3.1272	0	1998-07-01	1997-07-01	A/NewYork/513/1997
2.9817	0	1998-07-01	1997-07-01	A/NewYork/524/1997
3.4287	0	1998-07-01	1997-07-01	A/HongKong/CUHK41114/1997
2.1212	0	1998-07-01	1997-07-01	A/Guangzhou/118/1998
1.456	0	1998-07-01	1997-07-01	A/Guangzhou/331/1998
1.382	0	1998-07-01	1997-07-01	A/Hainan/10/1998
1.3086	0	1998-07-01	1997-07-01	A/Guanger/211/1998
1.5528	0	1998-07-01	1997-07-01	A/Fujian/221/1998
1.4209	0	1998-07-01	1997-07-01	A/Shenzhen/1195/1998
3.6444	0	1998-07-01	1997-07-01	A/HongKong/CUHK41507/1997
3.6694	0	1998-07-01	1997-07-01	A/HongKong/CUHK41459/1997
1.8472	0	1998-07-01	1997-07-01	A/Sichuan/137/1998
1.4879	0	1998-07-01	1997-07-01	A/Zhejiang/11/1998
2.0506	0	1998-07-01	1997-07-01	A/Wuhan/133/1998
2.0629	0	1998-07-01	1997-07-01	A/Guizhou/75/1998
0.649	0	1998-07-01	1997-07-01	A/NewYork/521/1998
1.0448	0	1998-07-01	1997-07-01	A/SouthAfrica/56/1998
2.0942	0	1998-07-01	1997-07-01	A/HongKong/CUHK10186/1998
1.2836	0	1998-07-01	1997-07-01	A/Fujian/55/1998
2.0895	0	1998-07-01	1997-07-01	A/HongKong/CUHK10216/1998
2.1728	0	1998-07-01	1997-07-01	A/HongKong/CUHK41757/1997
2.1019	0	1998-07-01	1997-07-01	A/HongKong/CUHK10276/1998
1.9064	0	1998-07-01	1997-07-01	A/HongKong/CUHK10756/1998
2.0126	0	1998-07-01	1997-07-01	A/HongKong/CUHK10537/1998
0.954	0	1998-07-01	1997-07-01	A/Johannesburg/29/1998
0.8892	0	1998-07-01	1997-07-01	A/Sichuan/350/1998
1.0112	0	1998-07-01	1997-07-01	A/Sichuan/326/1998
1.9864	0	1998-07-01	1997-07-01	A/HongKong/CUHK10660/1998
1.8798	0	1998-07-01	1997-07-01	A/HongKong/CUHK10958/1998
0.9019	0	1998-07-01	1997-07-01	A/Mauritius/434/1998
2.4288	0	1998-07-01	1997-07-01	A/HongKong/CUHK41222/1997
2.0025	0	1998-07-01	1997-07-01	A/HongKong/CUHK10960/1998
0.5503	0	1998-07-01	1997-07-01	A/SouthAustralia/6/1998
0.694	0	1998-07-01	1997-07-01	A/Malaysia/17276/1998
0.7905	0	1998-07-01	1997-07-01	A/Malaysia/17230/1998
0.7684	0	1998-07-01	1997-07-01	A/Dakar/3/1998
0.8243	0	1998-07-01	1997-07-01	A/Malaysia/17392/1998
0.7684	0	1998-07-01	1997-07-01	A/Malaysia/17332/1998
0.514	0	1998-07-01	1997-07-01	A/Taiwan/317/1998
1.0797	0	1998-07-01	1997-07-01	A/Malaysia/13094/1997
1.2191	0	1998-07-01	1997-07-01	A/Malaysia/13246/1997
0.6292	0	1998-07-01	1997-07-01	A/Malaysia/14590/1997
0.9938	0	1998-07-01	1997-07-01	A/Malaysia/13329/1997
1.0006	0	1998-07-01	1997-07-01	A/Malaysia/13328/1997
0.9744	0	1998-07-01	1997-07-01	A/Malaysia/13381/1997
0.4571	0	1998-07-01	1997-07-01	A/Taiwan/287/1998
0.4372	0	1999-07-01	1998-07-01	A/Chongqing/3/1999
0.4372	0	1999-07-01	1998-07-01	A/Chongqing/1/1999
0.4447	0	1999-07-01	1998-07-01	A/Guangzhou/499/1998
0.5284	0	1999-07-01	1998-07-01	A/HongKong/CUHK18036/1998
0.5833	0	1999-07-01	1998-07-01	A/HongKong/CUHK19579/1998
0.7976	0	1999-07-01	1998-07-01	A/Shanghai/180/1998
0.7337	0	1999-07-01	1998-07-01	A/Shanghai/195/1998
0.6674	0	1999-07-01	1998-07-01	A/Guangzhou/934/1998
0.6426	0	1999-07-01	1998-07-01	A/Cnic/113/1998
0.9394	0	1999-07-01	1998-07-01	A/HongKong/CUHK18230/1998
0.6058	0	1999-07-01	1998-07-01	A/Guangzhou/933/1998
0.4974	0	1999-07-01	1998-07-01	A/Cnic/129/1998
0.8478	0	1999-07-01	1998-07-01	A/HongKong/CUHK17707/1998
0.8841	0	1999-07-01	1998-07-01	A/HongKong/CUHK17464/1998
0.942	0	1999-07-01	1998-07-01	A/Shenzhen/1219/1998
0.7913	0	1999-07-01	1998-07-01	A/HongKong/CUHK18358/1998
0.7826	0	1999-07-01	1998-07-01	A/Guangzhou/720/1998
0.5177	0	1999-07-01	1998-07-01	A/Wuhan/46/1999
0.8925	0	1999-07-01	1998-07-01	A/HongKong/CUHK18194/1998
0.7937	0	1999-07-01	1998-07-01	A/Guangzhou/602/1998
1.1367	0	1999-07-01	1998-07-01	A/HongKong/CUHK17697/1998
1.564	0	1999-07-01	1998-07-01	A/HongKong/CUHK16614/1998
1.1818	0	1999-07-01	1998-07-01	A/HongKong/CUHK18351/1998
1.2183	0	1999-07-01	1998-07-01	A/HongKong/CUHK18218/1998
1.3754	0	1999-07-01	1998-07-01	A/HongKong/CUHK17704/1998
1.0625	0	1999-07-01	1998-07-01	A/HongKong/CUHK18886/1998
1.1287	0	1999-07-01	1998-07-01	A/HongKong/CUHK18610/1998
1.3914	0	1999-07-01	1998-07-01	A/HongKong/CUHK17643/1998
1.4105	0	1999-07-01	1998-07-01	A/HongKong/CUHK17603/1998
0.6246	0	1999-07-01	1998-07-01	A/NewYork/455/1999
1.0957	0	1999-07-01	1998-07-01	A/NewYork/458/1999
1.1086	0	1999-07-01	1998-07-01	A/NewYork/335/1999
1.1421	0	1999-07-01	1998-07-01	A/NewYork/456/1999
1.0292	0	1999-07-01	1998-07-01	A/NewYork/278/1999
1.0279	0	1999-07-01	1998-07-01	A/NewYork/263/1999
1.1169	0	1999-07-01	1998-07-01	A/NewYork/316/1999
1.1869	0	1999-07-01	1998-07-01	A/Cnic/14/1998
1.4295	0	1999-07-01	1998-07-01	A/HongKong/CUHK50552/1998
1.3511	0	1999-07-01	1998-07-01	A/HongKong/CUHK50722/1998
1.1532	0	1999-07-01	1998-07-01	A/NewYork/324/1999
1.2642	0	1999-07-01	1998-07-01	A/Townsville/1/1999
1.5414	0	1999-07-01	1998-07-01	A/NewYork/250/1998
1.1411	0	1999-07-01	1998-07-01	A/NewYork/265/1999
1.3089	0	1999-07-01	1998-07-01	A/NewYork/315/1999
1.3815	0	1999-07-01	1998-07-01	A/NewYork/287/1998
0.2717	0	1999-07-01	1998-07-01	A/Sichuan/418/1998
0.3758	0	1999-07-01	1998-07-01	A/Reunion/2369/1998
0.4052	0	1999-07-01	1998-07-01	A/NewYork/339/1999
0.418	0	1999-07-01	1998-07-01	A/NewYork/289/1998
0.4484	0	1999-07-01	1998-07-01	A/NewYork/448/1998
0.4568	0	1999-07-01	1998-07-01	A/HongKong/CUHK17872/1998
0.419	0	1999-07-01	1998-07-01	A/NewYork/460/1999
0.4439	0	1999-07-01	1998-07-01	A/Netherlands/427/1998
0.4944	0	1999-07-01	1998-07-01	A/Netherlands/462/1998
0.4484	0	1999-07-01	1998-07-01	A/Dakar/2/1999
0.5381	0	1999-07-01	1998-07-01	A/Dakar/6/1998
0.6127	0	1999-07-01	1998-07-01	A/NewYork/247/1998
0.4374	0	1999-07-01	1998-07-01	A/NewYork/452/1999
0.5704	0	1999-07-01	1998-07-01	A/Malaysia/10759/1999
0.6571	0	1999-07-01	1998-07-01	A/HongKong/CUHK10100/1999
0.5573	0	1999-07-01	1998-07-01	A/NewYork/283/1999
0.6757	0	1999-07-01	1998-07-01	A/NewYork/277/1999
0.4073	0	1999-07-01	1998-07-01	A/NewYork/251/1998
0.4188	0	1999-07-01	1998-07-01	A/Christchurch/45/1998
0.4229	0	1999-07-01	1998-07-01	A/HongKong/CUHK12312/1999
0.804	0	1999-07-01	1998-07-01	A/Shanghai/44/1999
0.8132	0	1999-07-01	1998-07-01	A/Fujian/54/1999
0.7428	0	1999-07-01	1998-07-01	A/Fujian/90/1999
0.8754	0	1999-07-01	1998-07-01	A/Moscow/10/1999-egg
1.3547	0	1999-07-01	1998-07-01	A/Harbin/36/1998
0.963	0	1999-07-01	1998-07-01	A/HongKong/CUHK12897/1999
1.1733	0	1999-07-01	1998-07-01	A/Shanghai/42/1999
1.7941	0	1999-07-01	1998-07-01	A/HongKong/CUHK10133/1999
0.817	0	1999-07-01	1998-07-01	A/HongKong/CUHK14672/1999
1.5622	0	1999-07-01	1998-07-01	A/NewCaledonia/1/1999
1.0991	0	1999-07-01	1998-07-01	A/NewCaledonia/11/1999
1.1859	0	1999-07-01	1998-07-01	A/HongKong/CUHK12580/1999
2.4013	0	1999-07-01	1998-07-01	A/Guangzhou/62/1999
2.1953	0	1999-07-01	1998-07-01	A/HongKong/CUHK11255/1999
2.2891	0	1999-07-01	1998-07-01	A/Darwin/2/1999
1.9238	0	1999-07-01	1998-07-01	A/Guangzhou/118/1999
1.5285	0	1999-07-01	1998-07-01	A/Guangzhou/242/1999
1.526	0	1999-07-01	1998-07-01	A/HongKong/CUHK13763/1999
3.1994	0	1999-07-01	1998-07-01	A/HongKong/CUHK10151/1999
3.0826	0	1999-07-01	1998-07-01	A/Finland/620/1999
2.6183	0	1999-07-01	1998-07-01	A/HongKong/CUHK11230/1999
2.6178	0	1999-07-01	1998-07-01	A/HongKong/CUHK11237/1999
3.835	0	1999-07-01	1998-07-01	A/Beijing/130/1998
2.7218	0	1999-07-01	1998-07-01	A/Guangzhou/93/1999
3.0547	0	1999-07-01	1998-07-01	A/Guangzhou/57/1999
3.5363	0	1999-07-01	1998-07-01	A/Zhejiang/4/1999
2.0036	0	1999-07-01	1998-07-01	A/HongKong/CUHK12572/1999
1.441	0	1999-07-01	1998-07-01	A/HongKong/CUHK14627/1999
1.3709	0	1999-07-01	1998-07-01	A/HongKong/CUHK14875/1999
2.7706	0	1999-07-01	1998-07-01	A/HongKong/CUHK11163/1999
3.4302	0	1999-07-01	1998-07-01	A/HongKong/CUHK10132/1999
2.735	0	1999-07-01	1998-07-01	A/HongKong/CUHK11241/1999
0.4016	0	1999-07-01	1998-07-01	A/NewYork/336/1999
0.3412	0	1999-07-01	1998-07-01	A/Malaysia/17998/1998
0.3319	0	1999-07-01	1998-07-01	A/Malaysia/18121/1998
0.3319	0	1999-07-01	1998-07-01	A/Malaysia/18128/1998
0.4599	0	1999-07-01	1998-07-01	A/NewYork/337/1999
0.4599	0	1999-07-01	1998-07-01	A/NewYork/284/1999
0.4343	0	1999-07-01	1998-07-01	A/Dakar/19/1999
1.0707	0	1999-07-01	1998-07-01	A/NewYork/288/1999
1.0707	0	1999-07-01	1998-07-01	A/NewYork/325/1999
0.9422	0	1999-07-01	1998-07-01	A/NewYork/327/1999
2.2019	0	1999-07-01	1998-07-01	A/NewYork/249/1998
1.7956	0	1999-07-01	1998-07-01	A/NewYork/347/1999
1.8444	0	1999-07-01	1998-07-01	A/NewYork/340/1999
1.6259	0	1999-07-01	1998-07-01	A/NewYork/260/1999
1.4335	0	1999-07-01	1998-07-01	A/NewYork/398/1999
2.0135	0	1999-07-01	1998-07-01	A/NewYork/459/1999
1.8925	0	1999-07-01	1998-07-01	A/NewYork/397/1999
1.9032	0	1999-07-01	1998-07-01	A/NewYork/282/1999
1.9386	0	1999-07-01	1998-07-01	A/NewYork/332/1999
2.0289	0	1999-07-01	1998-07-01	A/NewYork/264/1999
1.9069	0	1999-07-01	1998-07-01	A/NewYork/286/1999
3.3254	0	1999-07-01	1998-07-01	A/NewYork/323/1999
3.9991	0	1999-07-01	1998-07-01	A/NewYork/224/1998
3.9991	0	1999-07-01	1998-07-01	A/NewYork/313/1998
3.643	0	1999-07-01	1998-07-01	A/NewYork/457/1999
3.6912	0	1999-07-01	1998-07-01	A/NewYork/454/1999
2.7383	0	1999-07-01	1998-07-01	A/NewYork/311/1999
3.2484	0	1999-07-01	1998-07-01	A/NewYork/248/1999
3.9464	0	1999-07-01	1998-07-01	A/NewYork/317/1999
3.948	0	1999-07-01	1998-07-01	A/NewYork/254/1998
3.6688	0	1999-07-01	1998-07-01	A/NewYork/451/1999
3.6446	0	1999-07-01	1998-07-01	A/NewYork/453/1999
2.2026	0	1999-07-01	1998-07-01	A/NewYork/261/1999
3.8554	0	1999-07-01	1998-07-01	A/NewYork/252/1999
4.2605	0	1999-07-01	1998-07-01	A/NewYork/328/1998
4.2605	0	1999-07-01	1998-07-01	A/NewYork/240/1998
2.0557	0	1999-07-01	1998-07-01	A/NewYork/266/1999
4.0238	0	1999-07-01	1998-07-01	A/NewYork/321/1999
3.9925	0	1999-07-01	1998-07-01	A/NewYork/262/1999
3.7975	0	1999-07-01	1998-07-01	A/NewYork/259/1999
3.7738	0	1999-07-01	1998-07-01	A/NewYork/314/1999
3.6635	0	1999-07-01	1998-07-01	A/NewYork/255/1999
3.3543	0	1999-07-01	1998-07-01	A/NewYork/279/1999
3.4867	0	1999-07-01	1998-07-01	A/NewYork/290/1999
2.9229	0	1999-07-01	1998-07-01	A/NewYork/322/1999
2.5132	0	1999-07-01	1998-07-01	A/NewYork/280/1999
2.8182	0	1999-07-01	1998-07-01	A/NewYork/320/1999
2.8182	0	1999-07-01	1998-07-01	A/NewYork/253/1999
4.8758	0	1999-07-01	1998-07-01	A/NewYork/304/1998
4.8758	0	1999-07-01	1998-07-01	A/NewYork/256/1998
3.9001	0	1999-07-01	1998-07-01	A/NewYork/318/1999
3.9269	0	1999-07-01	1998-07-01	A/NewYork/329/1999
3.8771	0	1999-07-01	1998-07-01	A/NewYork/257/1999
4.0383	0	1999-07-01	1998-07-01	A/NewYork/331/1999
3.7541	0	1999-07-01	1998-07-01	A/NewYork/338/1999
4.1218	0	1999-07-01	1998-07-01	A/NewYork/285/1999
3.5596	0	1999-07-01	1998-07-01	A/NewYork/333/1999
4.612	0	1999-07-01	1998-07-01	A/NewYork/450/1999
4.7398	0	1999-07-01	1998-07-01	A/NewYork/449/1999
3.2997	0	1999-07-01	1998-07-01	A/NewYork/326/1999
3.815	0	1999-07-01	1998-07-01	A/NewYork/330/1998
0.3982	0	2000-07-01	1999-07-01	A/Bulgaria/874/2000
0.3998	0	2000-07-01	1999-07-01	A/Taiwan/365/1999
0.3767	0	2000-07-01	1999-07-01	A/Shenzhen/1090/1999
0.529	0	2000-07-01	1999-07-01	A/Moscow/10/1999
0.4472	0	2000-07-01	1999-07-01	A/Bulgaria/113/2000
0.4257	0	2000-07-01	1999-07-01	A/Bangkok/62/2000
0.4703	0	2000-07-01	1999-07-01	A/HongKong/CUHK32796/1999
0.4767	0	2000-07-01	1999-07-01	A/Shenzhen/474/1999
0.4878	0	2000-07-01	1999-07-01	A/Harbin/59/1999
0.6209	0	2000-07-01	1999-07-01	A/HongKong/CUHK31510/1999
0.6257	0	2000-07-01	1999-07-01	A/HongKong/CUHK31448/1999
0.6257	0	2000-07-01	1999-07-01	A/HongKong/CUHK31421/1999
0.4837	0	2000-07-01	1999-07-01	A/Henan/102/1999
0.4837	0	2000-07-01	1999-07-01	A/Henan/104/1999
0.7044	0	2000-07-01	1999-07-01	A/HongKong/CUHK30314/1999
0.6873	0	2000-07-01	1999-07-01	A/HongKong/CUHK30605/1999
0.5698	0	2000-07-01	1999-07-01	A/HongKong/CUHK30419/1999
0.6971	0	2000-07-01	1999-07-01	A/HongKong/CUHK30423/1999
0.4002	0	2000-07-01	1999-07-01	A/India/2701/2000
0.5483	0	2000-07-01	1999-07-01	A/Korea/320/2000
0.6648	0	2000-07-01	1999-07-01	A/Netherlands/197/2000
0.7908	0	2000-07-01	1999-07-01	A/Netherlands/3/2000
0.7567	0	2000-07-01	1999-07-01	A/SouthAustralia/1/2000
0.856	0	2000-07-01	1999-07-01	A/NewYork/141/1999
0.9956	0	2000-07-01	1999-07-01	A/Chile/5299/2000
0.969	0	2000-07-01	1999-07-01	A/Santiago/5628/2000
7.9506	0	2000-07-01	1999-07-01	A/HongKong/CUHK33885/1999
4.6206	0	2000-07-01	1999-07-01	A/NewYork/440/2000
3.5059	0	2000-07-01	1999-07-01	A/Guangzhou/81/2000
5.7203	0	2000-07-01	1999-07-01	A/NewYork/186/1999
5.8763	0	2000-07-01	1999-07-01	A/NewYork/184/1999
4.1678	0	2000-07-01	1999-07-01	A/Auckland/583/2000
5.3966	0	2000-07-01	1999-07-01	A/NewYork/429/2000
6.8356	0	2000-07-01	1999-07-01	A/SouthCarolina/NHRC0001/1999
5.3613	0	2000-07-01	1999-07-01	A/Arkansas/2/2000
5.2997	0	2000-07-01	1999-07-01	A/HongKong/CUHK20173/2000
4.3347	0	2000-07-01	1999-07-01	A/HongKong/CUHK21128/2000
4.9271	0	2000-07-01	1999-07-01	A/NewYork/158/2000
5.3453	0	2000-07-01	1999-07-01	A/NewYork/156/2000
5.6041	0	2000-07-01	1999-07-01	A/NewYork/167/1999
5.4561	0	2000-07-01	1999-07-01	A/NewYork/168/2000
5.4812	0	2000-07-01	1999-07-01	A/NewYork/169/2000
2.9015	0	2000-07-01	1999-07-01	A/Brazil/694/2000
5.8056	0	2000-07-01	1999-07-01	A/NewYork/172/1999
5.9787	0	2000-07-01	1999-07-01	A/NewYork/425/1999
6.0367	0	2000-07-01	1999-07-01	A/NewYork/161/1999
5.3421	0	2000-07-01	1999-07-01	A/NewYork/160/2000
5.5117	0	2000-07-01	1999-07-01	A/NewYork/431/2000
5.4754	0	2000-07-01	1999-07-01	A/NewYork/174/2000
5.6362	0	2000-07-01	1999-07-01	A/NewYork/421/1999
4.1054	0	2000-07-01	1999-07-01	A/NewYork/182/2000
5.3214	0	2000-07-01	1999-07-01	A/NewYork/436/2000
3.8356	0	2000-07-01	1999-07-01	A/NewYork/178/2000
5.8525	0	2000-07-01	1999-07-01	A/NewYork/140/1999
4.5053	0	2000-07-01	1999-07-01	A/NelsonMarlborough/1/2000
7.0417	0	2000-07-01	1999-07-01	A/NewYork/149/1999
3.817	0	2000-07-01	1999-07-01	A/NewYork/176/2000
6.8093	0	2000-07-01	1999-07-01	A/Oslo/5631/1999
4.2986	0	2000-07-01	1999-07-01	A/Brisbane/3/2000
3.3655	0	2000-07-01	1999-07-01	A/Bangkok/178/2000
3.8898	0	2000-07-01	1999-07-01	A/Romania/427/2000
2.1575	0	2000-07-01	1999-07-01	A/Brazil/991/2000
2.7294	0	2000-07-01	1999-07-01	A/Bangkok/202/2000
5.7041	0	2000-07-01	1999-07-01	A/Taiwan/6/2000
2.2219	0	2000-07-01	1999-07-01	A/SouthAfrica/40/2000
6.3341	0	2000-07-01	1999-07-01	A/Scotland/211/1999
8.0698	0	2000-07-01	1999-07-01	A/HongKong/CUHK33829/1999
7.3852	0	2000-07-01	1999-07-01	A/HongKong/CUHK34193/1999
6.7737	0	2000-07-01	1999-07-01	A/NewYork/170/2000
6.5987	0	2000-07-01	1999-07-01	A/NewYork/434/2000
6.1822	0	2000-07-01	1999-07-01	A/Texas/7/2000
6.4706	0	2000-07-01	1999-07-01	A/HongKong/CUHK20300/2000
6.1822	0	2000-07-01	1999-07-01	A/Romania/175/2000
5.8696	0	2000-07-01	1999-07-01	A/NewYork/187/2000
6.2225	0	2000-07-01	1999-07-01	A/NewYork/152/2000
